                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5890   3.9200  21.0000  0.29143E+01  0.29143E+01  0.00000E+00  0.00000E+00  0.29143E+01  0.00000E+00  0.00000E+00
   10.5890   3.9300  21.0000  0.28913E+01  0.28913E+01  0.00000E+00  0.00000E+00  0.28913E+01  0.00000E+00  0.00000E+00
   10.5890   3.9400  21.0000  0.28682E+01  0.28682E+01  0.00000E+00  0.00000E+00  0.28682E+01  0.00000E+00  0.00000E+00
   10.5890   3.9500  21.0000  0.28452E+01  0.28452E+01  0.00000E+00  0.00000E+00  0.28452E+01  0.00000E+00  0.00000E+00
   10.5890   3.9600  21.0000  0.28221E+01  0.28221E+01  0.00000E+00  0.00000E+00  0.28221E+01  0.00000E+00  0.00000E+00
   10.5890   3.9700  21.0000  0.27990E+01  0.27990E+01  0.00000E+00  0.00000E+00  0.27990E+01  0.00000E+00  0.00000E+00
   10.5890   3.9800  21.0000  0.27759E+01  0.27759E+01  0.00000E+00  0.00000E+00  0.27759E+01  0.00000E+00  0.00000E+00
   10.5890   3.9900  21.0000  0.27527E+01  0.27527E+01  0.00000E+00  0.00000E+00  0.27527E+01  0.00000E+00  0.00000E+00
   10.5890   4.0000  21.0000  0.27296E+01  0.27296E+01  0.00000E+00  0.00000E+00  0.27296E+01  0.00000E+00  0.00000E+00
   10.5890   4.0100  21.0000  0.27065E+01  0.27065E+01  0.00000E+00  0.00000E+00  0.27065E+01  0.00000E+00  0.00000E+00
   10.5890   4.0200  21.0000  0.26834E+01  0.26834E+01  0.00000E+00  0.00000E+00  0.26834E+01  0.00000E+00  0.00000E+00
